OID_,Shape_Length,Shape_Area,Park Majority,Impervious_majority,Water_majority,Low_permeability,elevation_min
603,1022.257086,38399.54181,0,1,,1,24.81426811
604,2000,250000,0,1,,1,15.73042297
605,2000,250000,0,1,,1,29.68564224
606,2000,250000,0,1,,1,24.28738403
607,1023.616842,30200.44034,0,1,,1,19.73044395
608,2000,250000,0,1,,1,0.580037832
609,2000,250000,0,1,,0,29.74407578
610,2000,250000,0,1,,1,-0.447225302
611,1722.182139,137536.2783,0,1,,1,-1.814933062
612,2000,250000,0,1,,0,34.43232727
613,2000,250000,0,1,,1,26.91360092
614,2000,250000,0,1,,1,-0.680000007
615,2000,250000,0,1,,1,3.577152729
616,2000,250000,0,1,,1,24.04855919
617,2000,250000,0,1,,1,-0.495054126
618,1641.437049,134455.3076,0,1,,0,28.58085632
619,2000,250000,0,1,,1,14.16600704
620,2000,250000,0,1,,1,61.67661667
621,2000,250000,0,1,,1,42.68057632
622,2000,250000,0,1,,1,44.13254547
623,2000,250000,0,1,,1,1.353790522
624,1904.371651,209028.3125,0,1,,1,25.51613045
625,2000,250000,0,1,,1,4.030339718
626,2000,250000,0,1,,1,67.09049988
627,1103.087863,52192.58497,0,1,,1,-0.670000017
628,2000,250000,0,1,,1,58.27843857
629,2000,250000,0,1,,1,29.5273304
630,2000,250000,0,1,,1,0
631,1894.285672,185815.5229,0,1,,1,8.567878723
632,2000,250000,0,1,,0,25.22542572
633,2000,250000,0,1,,1,73.104599
634,2000,250000,0,1,,0,15.01944733
635,2000,250000,0,1,,0,30.504776
636,2000,250000,0,1,,1,-0.540000021
637,2000,250000,0,1,,1,47.23064041
638,2000,250000,0,1,,1,19.7288475
639,97.27882155,405.9050867,0,1,,1,-0.519999981
640,2000,250000,0,1,,1,36.63418198
641,2000,250000,0,1,,1,10.47258282
642,2000,250000,0,1,,0,0
643,2000,250000,0,1,,1,1.681992769
644,2000,250000,0,1,,1,22.61264992
645,2000,250000,0,1,,1,8.479657173
646,2000,250000,0,1,,1,28.98262405
647,2000,250000,0,1,,1,26.37522316
648,773.9020618,34986.37203,0,1,,1,48.23530579
649,135.4751417,787.2412483,0,1,,1,0
650,2000,250000,0,1,,1,12.81752682
651,2000,250000,0,1,,1,6.364552975
652,2000,250000,0,1,,1,2.218144655
653,2000,250000,0,1,,1,27.59031868
654,2000,250000,0,1,,1,34.57861328
655,1429.41529,81098.26027,0,1,,1,77.16186523
656,2000,250000,0,1,,1,73.85134125
657,2000,250000,0,1,,1,34.66836929
658,2000,250000,0,1,,1,14.72261715
659,116.1061656,578.2271192,0,1,,1,7.371845245
660,2000,250000,0,1,,1,61.9578476
661,2000,250000,0,1,,1,50.38532639
662,70.9207448,215.7418842,0,1,,0,10.45381451
663,2000,250000,0,1,,1,6.221152782
664,2000,250000,0,1,,1,62.42184067
665,2000,250000,0,1,,1,64.47588348
666,2000,250000,0,1,,1,-0.680000007
667,2000,250000,0,1,,0,-0.589999974
668,2000,250000,0,1,,1,18.37443733
669,2000,250000,0,1,,1,52.74663925
670,2000,250000,0,1,,1,27.49988174
671,1725.412395,140136.3602,0,1,,1,59.38015747
672,2000,250000,0,1,,1,-0.680000007
673,1848.30415,193489.3969,0,1,,1,80.31626892
674,1729.70459,143544.3426,0,1,,1,3.081465006
675,2000,250000,0,1,,1,13.65330029
676,2000,250000,0,1,,1,30.55843353
677,2000,250000,0,1,,1,-0.680000007
678,2000,250000,0,1,,0,66.45028687
679,2000,250000,0,1,,1,75.27140045
680,2000,250000,0,1,,1,21.62473297
681,2000,250000,0,1,,1,4.274008274
682,2000,250000,0,1,,1,19.69605446
683,2000,250000,0,1,,1,78.47528839
684,2000,250000,0,1,,1,17.74630165
685,127.2595196,694.6550096,0,1,,1,23.41051292
686,2000,250000,0,1,,1,-0.680000007
687,2000,250000,0,1,,1,-0.65999186
688,2000,250000,0,1,,1,75.77120209
689,2000,250000,0,1,,1,34.56349182
690,2000,250000,0,1,,1,87.62752533
691,2000,250000,0,1,,1,48.46040726
692,2000,250000,0,1,,0,0
693,134.1058714,771.4081057,0,1,,0,-0.680000007
694,2000,250000,0,1,,1,62.8521843
695,2000,250000,0,1,,1,40.83600616
696,2000,250000,0,1,,1,-0.680000007
697,2000,250000,0,1,,0,-0.680000007
698,1113.936014,53224.19299,0,1,,0,-0.680000007
699,2000,250000,0,,,1,3.598402739
700,2000,250000,0,,,1,62.22717667
701,2000,250000,0,,,1,-0.680000007
702,2000,250000,0,,,1,-0.680000007
703,2000,250000,0,,,1,13.55282402
704,2000,250000,0,,,1,56.30983734
705,132.0520512,747.960936,0,,,1,16.13463974
706,2000,250000,0,,,1,-0.589999974
707,2000,250000,0,,,1,19.37888527
708,1922.072441,229425.7803,0,,,0,49.90461731
709,1730.409379,144098.7801,0,,,1,-0.419999987
710,2000,250000,0,,,1,75.84165192
711,2000,250000,0,,,1,69.61818695
712,2000,250000,0,,,1,-0.540000021
713,2000,250000,0,,,1,7.735593796
714,2000,250000,0,,,1,18.25693512
715,2000,250000,0,,,0,43.27000046
716,2000,250000,0,,,1,18.86829567
717,2000,250000,0,,,1,49.40545654
718,2000,250000,0,,,0,79.47058868
719,126.5746283,687.1980757,0,,,1,-0.680000007
720,1730.174391,143914.0823,0,,,0,23.4339447
721,2000,250000,0,,,0,69.3706131
722,2000,250000,0,,,0,-0.680000007
723,2000,250000,0,,,1,16.62358093
724,2000,250000,0,,,1,-0.680000007
725,2000,250000,0,,,1,-0.357281774
726,2000,250000,0,,,1,-0.520008922
727,2000,250000,0,,,1,83.27144623
728,2000,250000,0,,,1,4.297664642
729,2000,250000,0,,,1,0
730,2000,250000,0,,,1,-0.598323941
731,67.15554918,193.4424128,0,,,0,14.90503216
732,2000,250000,0,,,0,18.41425896
733,2000,250000,0,,,1,3.447089195
734,63.39001211,172.357251,0,,,1,44.0872345
735,2000,250000,0,,,1,-0.589999974
736,2015.927313,247572.5918,0,,,1,85.0391922
737,2000,250000,0,,,1,21.168787
738,2000,250000,0,,,1,59.5933075
739,2000,250000,0,,,1,91.43081665
740,1828.018269,196160.7116,0,,,0,31.33744049
741,1868.171685,203071.9848,0,,,1,0
742,78.45164829,263.9927717,0,,,1,48.47454071
743,2000,250000,0,,,1,5.619583607
744,2000,250000,0,,,1,10.35681725
745,2000,250000,0,,,1,0.028244581
746,2000,250000,0,,,0,50.15981293
747,2000,250000,0,,,1,-0.680000007
748,2000,250000,0,,,1,89.66187286
749,2000,250000,0,,,1,-0.680000007
750,2000,250000,0,,,1,24.36477852
751,2000,250000,0,,,0,36.60381317
752,1958.313276,246629.6143,0,,,1,37.55896378
753,2000,250000,0,,,1,68.12052155
754,2000,250000,0,,,1,-0.680000007
755,2000,250000,0,,,1,39.24473953
756,2000,250000,0,,,0,103.6090851
757,2000,250000,0,,,1,4.027207375
758,2000,250000,0,,,1,0.699266195
759,2000,250000,0,,,1,47.45770645
760,2000,250000,0,,,1,46.79476166
761,2000,250000,0,,,1,40.12429428
762,1769.568138,191210.5118,0,,,1,-0.680000007
763,2000,250000,0,,,1,58.30980682
764,2280.985241,201389.2579,0,,,1,52.19125748
765,1444.782793,98885.69335,0,,,1,22.93237686
766,2000,250000,0,,,1,69.88180542
767,1728.642622,142706.0104,0,,,1,49.72202682
768,2000,250000,0,,,0,77.70797729
769,2000,250000,0,,,1,48.47700119
770,2000,250000,0,,,1,26.13687515
771,2000,250000,0,,,1,-0.680000007
772,2000,250000,0,,,,27.24575233
773,2000,250000,0,,,,0.853151917
774,2000,250000,0,,,,51.59975815
775,129.3133397,717.2577835,0,,,,
776,2000,250000,0,,,,
777,2000,250000,0,,,,
778,2000,250000,0,,,,
779,2000,250000,0,,,,
780,2000,250000,0,,,,
781,2000,250000,0,,,,
782,2000,250000,0,,,,
783,2000,250000,0,,,,
784,1720.890043,136487.7359,0,,,,
785,2000,250000,0,,,,
786,2000,250000,0,,,,
787,2000,250000,0,,,,
788,2000,250000,0,,,,
789,1897.530027,234700.2384,0,,,,
790,1931.618567,228477.0273,0,,,,
791,2000,250000,0,,,,
792,2000,250000,0,,,,
793,2000,250000,0,,,,
794,125.8905906,679.7906007,0,,,,
795,2000,250000,0,,,,
796,2000,250000,0,,,,
797,2000,250000,0,,,,
798,2000,250000,0,,,,
799,2000,250000,0,,,,
800,2000,250000,0,,,,
801,2000,250000,0,,,,
802,2000,250000,0,,,,
803,2000,250000,0,,,,
804,2000,250000,0,,,,
805,2000,250000,0,,,,
806,2000,250000,0,,,,
807,2000,250000,0,,,,
808,2000,250000,0,,,,
809,2000,250000,0,,,,
810,1105.799772,52449.52837,0,,,,
811,2000,250000,0,,,,
812,2000,250000,0,,,,
813,2000,250000,0,,,,
814,2000,250000,0,,,,
815,1728.529971,142617.0865,0,,,,
816,2000,250000,0,,,,
